"Id","State","Suppressed","Error Number","Message","Entity","Path","Line","Provider","Severity","Justification"
"A00048_CRYPTO_A00048-381:SV7063","added","false","CodingStyle-NoTrailingWhitespace","Do not use trailing whitespace.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","79","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7064","added","false","CodingStyle-NoTrailingWhitespace","Do not use trailing whitespace.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","84","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7065","added","false","CodingStyle-NoTrailingWhitespace","Do not use trailing whitespace.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","85","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7066","added","false","CodingStyle-NoTrailingWhitespace","Do not use trailing whitespace.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","87","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7067","added","false","CodingStyle-NoTrailingWhitespace","Do not use trailing whitespace.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","93","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7068","added","false","CodingStyle-NoTrailingWhitespace","Do not use trailing whitespace.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","98","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7051","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","48","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7052","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","57","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7053","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","62","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7054","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","84","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7055","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","87","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7056","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","94","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7057","added","false","CodingStyle-NoTabs","Do not use tabs.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","98","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7046","added","false","CodingStyle-LineBreaks","All line breaks in this file are not of the allowed form '\n'","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_service_impl.h","1","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7045","added","false","CodingStyle-MaximumLineLength","Length of a line with 111 characters exceeds limit of 110 characters.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_provider_ssl.h","290","axivion","error",""
"A00048_CRYPTO_A00048-381:SV7043","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiveName","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_primitive_id_impl.h","77","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7044","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiveId","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_primitive_id_impl.h","80","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7028","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SymmetricKeyImpl::GetAllowedUsage()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","55","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7029","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SymmetricKeyImpl::IsSession()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","67","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7030","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SymmetricKeyImpl::IsExportable()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","78","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7031","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SymmetricKeyImpl::GetObjectId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","93","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7032","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SymmetricKeyImpl::HasDependence()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","107","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7033","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""SICO""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","147","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7034","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""Symmetric Key Impl Crypto Object""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","147","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7027","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","114","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7036","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiveNameValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","125","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7037","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiIdValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","128","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7038","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","usageFlags","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","131","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7039","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isSessionValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","134","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7040","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isExportableValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","137","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7041","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","140","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7042","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectDependantID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","143","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7035","added","false","AutosarC++19_03-M2.10.1","Identifiers only differ in casing","Type 'Uuid' vs. Parameter 'uuid'","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","44","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7002","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl GetHashAlgId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","58","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7003","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl GetRequiredHashSize()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","67","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7004","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl GetCryptoPrimitiveId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","75","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7005","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""GetCryptoPrimitiveId() : Primitive Name is ""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","76","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7006","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""GetCryptoPrimitiveId() : Primitive Id is ""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","77","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7007","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl IsSession()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","91","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7008","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl IsExportable()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","102","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7009","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl GetObjectId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","117","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7010","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl HasDependence()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","131","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7011","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SignatureImpl GetPayloadSize()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","147","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7012","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""GetPayloadSize() : payload size is ""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","148","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7013","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""SICO""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","196","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7014","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""Signature Impl Crypto Object""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","196","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7018","added","false","AutosarC++19_03-M0.1.9","Statement can be removed","static_cast<void>","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","164","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6999","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","138","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7000","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","155","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7001","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","158","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7019","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiveName","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","171","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7020","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiIdValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","174","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7021","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","hashAlgoId","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","177","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7022","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","requiredHashSize","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","180","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7023","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isSessionValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","183","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7024","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isExportableValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","186","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7025","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","189","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7026","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectDependantID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","192","Avin","error",""
"A00048_CRYPTO_A00048-381:SV7016","added","false","AutosarC++19_03-A15.5.3","Exception violates function's noexcept-specification.","GetCryptoPrimitiveId()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","73","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7017","added","false","AutosarC++19_03-A15.5.3","Exception violates function's noexcept-specification.","ExportPublicly()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","161","axivion","required",""
"A00048_CRYPTO_A00048-381:SV7015","added","false","AutosarC++19_03-A7.1.1","An immutable variable shall be const/constexpr qualified.","tmpVtr","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","165","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6982","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SecretSeedImpl::GetAllowedUsage()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","61","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6983","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SecretSeedImpl::IsSession()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","73","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6984","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SecretSeedImpl::IsExportable()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","84","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6985","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SecretSeedImpl::GetObjectId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","99","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6986","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In SecretSeedImpl::HasDependence()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","113","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6987","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""SSIO""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","216","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6988","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""Secrect Seed Impl Object""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","216","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6981","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","120","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6992","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiveNameValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","194","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6993","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiIdValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","197","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6994","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","usageFlags","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","200","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6995","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isSessionValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","203","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6996","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isExportableValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","206","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6997","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","209","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6998","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectDependantID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","212","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6991","added","false","AutosarC++19_03-M2.10.1","Identifiers only differ in casing","Type 'Uuid' vs. Parameter 'uuid'","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","50","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6989","added","false","AutosarC++19_03-A12.8.7","Assignment operators should be declared with the ref-qualifier &.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","182","axivion","advisory",""
"A00048_CRYPTO_A00048-381:SV6990","added","false","AutosarC++19_03-A12.8.7","Assignment operators should be declared with the ref-qualifier &.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","190","axivion","advisory",""
"A00048_CRYPTO_A00048-381:SV6966","added","false","AutosarC++19_03-A10.3.1","Use only one of (1) virtual, (2) override, (3) final.","GetPublicKey()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","128","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6958","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PublicKeyImpl::GetAllowedUsage()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","59","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6959","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PublicKeyImpl::IsSession()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","71","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6960","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PublicKeyImpl::IsExportable()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","82","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6961","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PublicKeyImpl::GetObjectId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","97","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6962","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PublicKeyImpl::HasDependence()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","111","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6963","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""PUCO""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","188","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6964","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""Public Key Impl Object""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","188","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6970","added","false","AutosarC++19_03-M0.1.9","Statement can be removed","static_cast<void>","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","142","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6953","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","118","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6954","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","133","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6955","added","false","AutosarC++19_03-A2.7.2","Sections of code should not be commented out.","","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","136","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6967","added","false","AutosarC++19_03-A10.3.2","Override of functions is only permitted with keyword override/final.","GetPublicKey()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","128","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6980","added","false","Generic-MissingOverride","Override of functions is only permitted with keyword override.","GetPublicKey()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","128","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6956","added","false","AutosarC++19_03-A2.7.3","No Doxygen comment before declaration.","IsEnumerableTag","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","147","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6957","added","false","AutosarC++19_03-A2.7.3","No Doxygen comment before declaration.","enumerate()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","150","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6972","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiveNameValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","160","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6973","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","primitiIdValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","163","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6974","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","usageFlags","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","169","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6975","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isSessionValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","172","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6976","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","isExportableValue","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","175","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6977","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","178","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6978","added","false","CodingStyle-Naming.PrivateClassField","Names of class data members shall be lower case and start with m_","objectDependantID","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","181","Avin","error",""
"A00048_CRYPTO_A00048-381:SV6952","added","false","CodingStyle-Naming.Method","Methods shall use pascal case.","enumerate()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","150","axivion","error",""
"A00048_CRYPTO_A00048-381:SV6979","added","false","Generic-IncludeKind","Include with <> instead of """".","ara/core/string.h","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","16","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6971","added","false","AutosarC++19_03-M2.10.1","Identifiers only differ in casing","Type 'Uuid' vs. Parameter 'uuid'","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","37","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6969","added","false","AutosarC++19_03-M0.1.4","Field referenced only once","payloadSize_","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","166","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6968","added","false","AutosarC++19_03-A15.5.3","Exception violates function's noexcept-specification.","ExportPublicly()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","139","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6965","added","false","AutosarC++19_03-A7.1.1","An immutable variable shall be const/constexpr qualified.","tmpVtr","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","143","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6936","added","false","AutosarC++19_03-A10.3.1","Use only one of (1) virtual, (2) override, (3) final.","~PrivateKeyImpl()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","41","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6937","added","false","AutosarC++19_03-A10.3.1","Use only one of (1) virtual, (2) override, (3) final.","GetPrivateKey()","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","126","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6929","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PrivateKeyImpl::GetAllowedUsage()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","57","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6930","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PrivateKeyImpl::IsSession()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","69","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6931","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PrivateKeyImpl::IsExportable()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","80","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6932","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PrivateKeyImpl::GetObjectId()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","95","axivion","required",""
"A00048_CRYPTO_A00048-381:SV6933","added","false","AutosarC++19_03-A5.1.1","Use of magic string literal.","""In PrivateKeyImpl::HasDependence()""","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","109","axivion","required",""
