"Id","State","Suppressed","Entity","Linkname","Entity Type","Path","Line","Justification"
"A00048_CRYPTO_A00048-381:DE359","added","false","GetHashFunctionUptr","R ara:crypto:cryp:HashFunctionSkeletonImpl:GetHashFunctionUptr()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/hash_function_skeleton_impl.h","83",""
"A00048_CRYPTO_A00048-381:DE360","added","false","GetIOInterface","R ara:crypto:VolatileTrustedContainerImpl:GetIOInterface()-c","Method","avin-ap/crypto/source/utils/src/volatile_trusted_container_impl.cpp","24",""
"A00048_CRYPTO_A00048-381:DE361","added","false","GetIVSizefromAlgoId","R ara:crypto:cryp:KeyDerivationFunctionCtxSSLPBKDF:GetIVSizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/key_derivation_function_ctx_ssl_default.cpp","387",""
"A00048_CRYPTO_A00048-381:DE362","added","false","GetInstance","R ara:crypto:common:crypdatastore:HashFunctionContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryp-context-container/hash_function_container.h","41",""
"A00048_CRYPTO_A00048-381:DE363","added","false","GetInstance","R ara:crypto:common:crypdatastore:KeyDerivationFunctionContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryp-context-container/key_derivation_function_container.h","42",""
"A00048_CRYPTO_A00048-381:DE364","added","false","GetInstance","R ara:crypto:common:crypdatastore:SignerPrivateContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryp-context-container/signer_private_container.h","41",""
"A00048_CRYPTO_A00048-381:DE365","added","false","GetInstance","R ara:crypto:common:datastorage:BlockServiceContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryservice-container/block_service_container.h","41",""
"A00048_CRYPTO_A00048-381:DE366","added","false","GetInstance","R ara:crypto:common:datastorage:CryptoServiceContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryservice-container/crypto_service_container.h","41",""
"A00048_CRYPTO_A00048-381:DE367","added","false","GetInstance","R ara:crypto:common:datastorage:DigestServiceContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryservice-container/digest_service_container.h","41",""
"A00048_CRYPTO_A00048-381:DE368","added","false","GetInstance","R ara:crypto:common:datastorage:ExtensionServiceContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryservice-container/extension_service_container.h","41",""
"A00048_CRYPTO_A00048-381:DE369","added","false","GetInstance","R ara:crypto:common:datastorage:PrivateKeyContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryobj-container/private_key_container.h","41",""
"A00048_CRYPTO_A00048-381:DE370","added","false","GetInstance","R ara:crypto:common:datastorage:PublicKeyContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryobj-container/public_key_container.h","41",""
"A00048_CRYPTO_A00048-381:DE371","added","false","GetInstance","R ara:crypto:common:datastorage:RestrictedUsedObjectContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryobj-container/restricted_used_object_container.h","41",""
"A00048_CRYPTO_A00048-381:DE372","added","false","GetInstance","R ara:crypto:common:datastorage:SecretSeedContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryobj-container/secret_seed_container.h","41",""
"A00048_CRYPTO_A00048-381:DE373","added","false","GetInstance","R ara:crypto:common:datastorage:SignatureContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryobj-container/signature_container.h","41",""
"A00048_CRYPTO_A00048-381:DE374","added","false","GetInstance","R ara:crypto:common:datastorage:SignatureServiceContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryservice-container/signature_service_container.h","41",""
"A00048_CRYPTO_A00048-381:DE375","added","false","GetInstance","R ara:crypto:common:datastorage:SymmetricKeyContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/crypto-provider/cryobj-container/symmetrickey_container.h","41",""
"A00048_CRYPTO_A00048-381:DE376","added","false","GetInstance","R ara:crypto:common:datastorage:X509DnContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/x509/x509_data_storage/x509dn_container.h","41",""
"A00048_CRYPTO_A00048-381:DE377","added","false","GetInstance","R ara:crypto:common:datastorage:X509PublicKeyInfoContainer:GetInstance()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/x509/x509_data_storage/x509publickeyinfo_container.h","41",""
"A00048_CRYPTO_A00048-381:DE378","added","false","GetIvSize","R ara:crypto:cryp:BlockServiceImpl:GetIvSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/block_service_impl.cpp","45",""
"A00048_CRYPTO_A00048-381:DE379","added","false","GetIvSize","R ara:crypto:cryp:DigestServiceImpl:GetIvSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/digest_service_impl.cpp","92",""
"A00048_CRYPTO_A00048-381:DE380","added","false","GetIvSize","R ara:crypto:cryp:cryservice:BlockServiceSkeletonImpl:GetIvSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/blockservice_skeleton_impl.cpp","133",""
"A00048_CRYPTO_A00048-381:DE381","added","false","GetIvSize","R ara:crypto:cryp:cryservice:DigestServiceSkeletonImpl:GetIvSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/digestservice_skeleton_impl.cpp","181",""
"A00048_CRYPTO_A00048-381:DE382","added","false","GetKdfIterationValue","R ara:crypto:config:CryptoConfig:GetKdfIterationValue()-c","Method","avin-ap/crypto/source/config/inc/public/crypto_config.h","99",""
"A00048_CRYPTO_A00048-381:DE383","added","false","GetKekEntropy","R ara:crypto:cryp:KeyDecapsulatorPrivateCtxDefaultSsl:GetKekEntropy()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/key_decapsulator_private_ctx_default_ssl.h","104",""
"A00048_CRYPTO_A00048-381:DE384","added","false","GetKekEntropy","R ara:crypto:cryp:KeyEncapsulatorPublicCtxDefaultSsl:GetKekEntropy()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/key_encapsulator_public_ctx_default_ssl.h","99",""
"A00048_CRYPTO_A00048-381:DE385","added","false","GetKeyIdSize","R ara:crypto:cryp:KeyDerivationFunctionCtxSSLPBKDF:GetKeyIdSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/key_derivation_function_ctx_ssl_default.h","73",""
"A00048_CRYPTO_A00048-381:DE386","added","false","GetKeyIdSize","R ara:crypto:cryp:KeyDerivationFunctionskeletonImpl:GetKeyIdSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/key_derivation_function_skeleton_impl.cpp","223",""
"A00048_CRYPTO_A00048-381:DE387","added","false","GetKeySizefromAlgoId","R ara:crypto:cryp:AuthCipherCtxSslAesGCM:GetKeySizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/auth_cipher_ctx_ssl_aes_gcm.cpp","682",""
"A00048_CRYPTO_A00048-381:DE388","added","false","GetKeySizefromAlgoId","R ara:crypto:cryp:KeyDerivationFunctionCtxSSLPBKDF:GetKeySizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/key_derivation_function_ctx_ssl_default.cpp","341",""
"A00048_CRYPTO_A00048-381:DE389","added","false","GetKeySizefromAlgoId","R ara:crypto:cryp:MessageAuthnCodeCtxDefaultSsl:GetKeySizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/message_authentication_code_ctx_ssl.cpp","564",""
"A00048_CRYPTO_A00048-381:DE390","added","false","GetKeySizefromAlgoId","R ara:crypto:cryp:StreamCipherCtxsslCtr:GetKeySizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/stream_cipher_ctx_ssl_aes_ctr.cpp","666",""
"A00048_CRYPTO_A00048-381:DE391","added","false","GetKeySizefromAlgoId","R ara:crypto:cryp:SymmetricBlockCipherCtxsslAES:GetKeySizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/symmetric_block_cipher_ctx_ssl_aes.cpp","411",""
"A00048_CRYPTO_A00048-381:DE392","added","false","GetKeySizefromAlgoId","R ara:crypto:cryp:SymmetricKeyWrapperCtxWrapDefaultSSL:GetKeySizefromAlgoId(ull)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/symmetric_key_wrapper_ctx_ssl.cpp","496",""
"A00048_CRYPTO_A00048-381:DE393","added","false","GetMacAddress","R ara:crypto:uuidImpl:GetMacAddress(uc*)","Method","avin-ap/crypto/source/utils/inc/public/uuid_impl.h","44",""
"A00048_CRYPTO_A00048-381:DE394","added","false","GetMacAlgoName","R ara:crypto:cryp:MessageAuthnCodeCtxDefaultSsl:GetMacAlgoName()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/message_authentication_code_ctx_ssl.cpp","447",""
"A00048_CRYPTO_A00048-381:DE395","added","false","GetMaxAssociatedDataSize","R ara:crypto:cryp:AuthCipherContextSkeletonImpl:GetMaxAssociatedDataSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/authcipher_context_skeleton_impl.cpp","126",""
"A00048_CRYPTO_A00048-381:DE396","added","false","GetMaxAssociatedDataSize","R ara:crypto:cryp:AuthCipherCtxSslAesGCM:GetMaxAssociatedDataSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/auth_cipher_ctx_ssl_aes_gcm.h","64",""
"A00048_CRYPTO_A00048-381:DE397","added","false","GetMaxInputSize","R ara:crypto:cryp:CryptoServiceImpl:GetMaxInputSize(b)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_service_impl.cpp","42",""
"A00048_CRYPTO_A00048-381:DE398","added","false","GetMaxInputSize","R ara:crypto:cryp:MsgRecoveryPublicContextSkeletonImpl:GetMaxInputSize(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/msg_recovery_public_context_skeleton_impl.cpp","100",""
"A00048_CRYPTO_A00048-381:DE399","added","false","GetMaxInputSize","R ara:crypto:cryp:MsgRecoveryPublicCtxDefaultssl:GetMaxInputSize(b)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/msg_recovery_public_ctx_default_ssl.cpp","76",""
"A00048_CRYPTO_A00048-381:DE400","added","false","GetMaxInputSize","R ara:crypto:cryp:SigEncodePrivateCtxDefaultSsl:GetMaxInputSize(b)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/sig_encode_private_ctx_default_ssl.cpp","76",""
"A00048_CRYPTO_A00048-381:DE401","added","false","GetMaxInputSize","R ara:crypto:cryp:SignEncodePrivateContextSkeletonImpl:GetMaxInputSize(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/sig_encode_private_context_skeleton_impl.cpp","68",""
"A00048_CRYPTO_A00048-381:DE402","added","false","GetMaxInputSize","R ara:crypto:cryp:cryservice:CryptoServiceSkeletonImpl:GetMaxInputSize(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/cryptoservice_skeleton_impl.cpp","95",""
"A00048_CRYPTO_A00048-381:DE403","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:BlockServiceImpl:GetMaxKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/block_service_impl.cpp","149",""
"A00048_CRYPTO_A00048-381:DE404","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:CryptoServiceImpl:GetMaxKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_service_impl.cpp","108",""
"A00048_CRYPTO_A00048-381:DE405","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:DigestServiceImpl:GetMaxKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/digest_service_impl.cpp","129",""
"A00048_CRYPTO_A00048-381:DE406","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:ExtensionServiceImpl:GetMaxKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/extension_service_impl.cpp","141",""
"A00048_CRYPTO_A00048-381:DE407","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:SignatureServiceImpl:GetMaxKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/signature_service_impl.cpp","63",""
"A00048_CRYPTO_A00048-381:DE408","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:cryservice:BlockServiceSkeletonImpl:GetMaxKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/blockservice_skeleton_impl.cpp","147",""
"A00048_CRYPTO_A00048-381:DE409","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:cryservice:CryptoServiceSkeletonImpl:GetMaxKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/cryptoservice_skeleton_impl.cpp","110",""
"A00048_CRYPTO_A00048-381:DE410","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:cryservice:DigestServiceSkeletonImpl:GetMaxKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/digestservice_skeleton_impl.cpp","195",""
"A00048_CRYPTO_A00048-381:DE411","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:cryservice:ExtensionServiceSkeletonImpl:GetMaxKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/extensionservice_skeleton_impl.cpp","89",""
"A00048_CRYPTO_A00048-381:DE412","added","false","GetMaxKeyBitLength","R ara:crypto:cryp:cryservice:SignatureServiceSkeletonImpl:GetMaxKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/signatureservice_skeleton_impl.cpp","83",""
"A00048_CRYPTO_A00048-381:DE413","added","false","GetMaxOutputSize","R ara:crypto:cryp:CryptoServiceImpl:GetMaxOutputSize(b)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_service_impl.cpp","60",""
"A00048_CRYPTO_A00048-381:DE414","added","false","GetMaxOutputSize","R ara:crypto:cryp:MsgRecoveryPublicContextSkeletonImpl:GetMaxOutputSize(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/msg_recovery_public_context_skeleton_impl.cpp","113",""
"A00048_CRYPTO_A00048-381:DE415","added","false","GetMaxOutputSize","R ara:crypto:cryp:MsgRecoveryPublicCtxDefaultssl:GetMaxOutputSize(b)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/msg_recovery_public_ctx_default_ssl.cpp","84",""
"A00048_CRYPTO_A00048-381:DE416","added","false","GetMaxOutputSize","R ara:crypto:cryp:SigEncodePrivateCtxDefaultSsl:GetMaxOutputSize(b)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/sig_encode_private_ctx_default_ssl.cpp","84",""
"A00048_CRYPTO_A00048-381:DE417","added","false","GetMaxOutputSize","R ara:crypto:cryp:SignEncodePrivateContextSkeletonImpl:GetMaxOutputSize(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/sig_encode_private_context_skeleton_impl.cpp","81",""
"A00048_CRYPTO_A00048-381:DE418","added","false","GetMaxOutputSize","R ara:crypto:cryp:cryservice:CryptoServiceSkeletonImpl:GetMaxOutputSize(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/cryptoservice_skeleton_impl.cpp","123",""
"A00048_CRYPTO_A00048-381:DE419","added","false","GetMaxTargetKeyLength","R ara:crypto:cryp:SymmetricKeyWrapperCtxSkeletonImpl:GetMaxTargetKeyLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/symmetrickeywrapper_ctx_skeleton_impl.cpp","84",""
"A00048_CRYPTO_A00048-381:DE420","added","false","GetMaxTargetKeyLength","R ara:crypto:cryp:SymmetricKeyWrapperCtxWrapDefaultSSL:GetMaxTargetKeyLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/symmetric_key_wrapper_ctx_ssl.cpp","435",""
"A00048_CRYPTO_A00048-381:DE421","added","false","GetMinKeyBitLength","R ara:crypto:cryp:BlockServiceImpl:GetMinKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/block_service_impl.cpp","142",""
"A00048_CRYPTO_A00048-381:DE422","added","false","GetMinKeyBitLength","R ara:crypto:cryp:CryptoServiceImpl:GetMinKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_service_impl.cpp","102",""
"A00048_CRYPTO_A00048-381:DE423","added","false","GetMinKeyBitLength","R ara:crypto:cryp:DigestServiceImpl:GetMinKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/digest_service_impl.cpp","123",""
"A00048_CRYPTO_A00048-381:DE424","added","false","GetMinKeyBitLength","R ara:crypto:cryp:ExtensionServiceImpl:GetMinKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/extension_service_impl.cpp","90",""
"A00048_CRYPTO_A00048-381:DE425","added","false","GetMinKeyBitLength","R ara:crypto:cryp:SignatureServiceImpl:GetMinKeyBitLength()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/signature_service_impl.cpp","57",""
"A00048_CRYPTO_A00048-381:DE426","added","false","GetMinKeyBitLength","R ara:crypto:cryp:cryservice:BlockServiceSkeletonImpl:GetMinKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/blockservice_skeleton_impl.cpp","162",""
"A00048_CRYPTO_A00048-381:DE427","added","false","GetMinKeyBitLength","R ara:crypto:cryp:cryservice:CryptoServiceSkeletonImpl:GetMinKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/cryptoservice_skeleton_impl.cpp","137",""
"A00048_CRYPTO_A00048-381:DE428","added","false","GetMinKeyBitLength","R ara:crypto:cryp:cryservice:DigestServiceSkeletonImpl:GetMinKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/digestservice_skeleton_impl.cpp","211",""
"A00048_CRYPTO_A00048-381:DE429","added","false","GetMinKeyBitLength","R ara:crypto:cryp:cryservice:ExtensionServiceSkeletonImpl:GetMinKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/extensionservice_skeleton_impl.cpp","105",""
"A00048_CRYPTO_A00048-381:DE430","added","false","GetMinKeyBitLength","R ara:crypto:cryp:cryservice:SignatureServiceSkeletonImpl:GetMinKeyBitLength()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/signatureservice_skeleton_impl.cpp","97",""
"A00048_CRYPTO_A00048-381:DE431","added","false","GetObjectFromContanier","R ara:crypto:common:SkeletonDataStorageContanier<T1>:GetObjectFromContanier(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/common/skeleton_data_storage_container.h","63",""
"A00048_CRYPTO_A00048-381:DE432","added","false","GetObjectId","R ara:crypto:IOInterfaceVolatile:GetObjectId()-c","Method","avin-ap/crypto/source/utils/src/io_interface_volatile.cpp","19",""
"A00048_CRYPTO_A00048-381:DE433","added","false","GetObjectId","R ara:crypto:cryp:PrivateKeyImpl:GetObjectId()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/private_key_impl.h","93",""
"A00048_CRYPTO_A00048-381:DE434","added","false","GetObjectId","R ara:crypto:cryp:PublicKeyImpl:GetObjectId()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/public_key_impl.h","95",""
"A00048_CRYPTO_A00048-381:DE435","added","false","GetObjectId","R ara:crypto:cryp:SecretSeedImpl:GetObjectId()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/secret_seed_impl.h","97",""
"A00048_CRYPTO_A00048-381:DE436","added","false","GetObjectId","R ara:crypto:cryp:SignatureImpl:GetObjectId()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","115",""
"A00048_CRYPTO_A00048-381:DE437","added","false","GetObjectId","R ara:crypto:cryp:SymmetricKeyImpl:GetObjectId()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/symmetric_key_impl.h","91",""
"A00048_CRYPTO_A00048-381:DE438","added","false","GetObjectId","R ara:crypto:cryp:cryobj:PrivateKeySkeletonImpl:GetObjectId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/private_key_skeleton_impl.cpp","62",""
"A00048_CRYPTO_A00048-381:DE439","added","false","GetObjectId","R ara:crypto:cryp:cryobj:PublicKeySkeletonImpl:GetObjectId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/public_key_skeleton_impl.cpp","86",""
"A00048_CRYPTO_A00048-381:DE440","added","false","GetObjectId","R ara:crypto:cryp:cryobj:RestrictedUseObjectSkeletonImpl:GetObjectId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/restricted_use_object_skeleton_impl.cpp","65",""
"A00048_CRYPTO_A00048-381:DE441","added","false","GetObjectId","R ara:crypto:cryp:cryobj:SecretSeedSkeletonImpl:GetObjectId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/secret_seed_skeleton_impl.cpp","118",""
"A00048_CRYPTO_A00048-381:DE442","added","false","GetObjectId","R ara:crypto:cryp:cryobj:SignatureSkeletonImpl:GetObjectId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/signature_skeleton_impl.cpp","69",""
"A00048_CRYPTO_A00048-381:DE443","added","false","GetObjectId","R ara:crypto:cryp:cryobj:SymmetrickeySkeletonImpl:GetObjectId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/symmetric_key_skeleton_impl.cpp","70",""
"A00048_CRYPTO_A00048-381:DE444","added","false","GetParameters","R ara:crypto:cryp:MessageAuthnCodeCtxDefaultSsl:GetParameters(ossl_param_st*)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/message_authentication_code_ctx_ssl.cpp","475",""
"A00048_CRYPTO_A00048-381:DE445","added","false","GetPathLimit","R ara:crypto:x509:CertificateSkeletonImpl:GetPathLimit()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/certificate_skeleton_impl.cpp","154",""
"A00048_CRYPTO_A00048-381:DE446","added","false","GetPayloadSize","R ara:crypto:IOInterfaceVolatile:GetPayloadSize()-c","Method","avin-ap/crypto/source/utils/src/io_interface_volatile.cpp","49",""
"A00048_CRYPTO_A00048-381:DE447","added","false","GetPayloadSize","R ara:crypto:cryp:PrivateKeyImpl:GetPayloadSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/cryobj/private_key_impl.cpp","45",""
"A00048_CRYPTO_A00048-381:DE448","added","false","GetPayloadSize","R ara:crypto:cryp:PublicKeyImpl:GetPayloadSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/cryobj/public_key_impl.cpp","51",""
"A00048_CRYPTO_A00048-381:DE449","added","false","GetPayloadSize","R ara:crypto:cryp:SecretSeedImpl:GetPayloadSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/cryobj/secret_seed_impl.cpp","52",""
"A00048_CRYPTO_A00048-381:DE450","added","false","GetPayloadSize","R ara:crypto:cryp:SignatureImpl:GetPayloadSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/cryobj/signature_impl.h","145",""
"A00048_CRYPTO_A00048-381:DE451","added","false","GetPayloadSize","R ara:crypto:cryp:SymmetricKeyImpl:GetPayloadSize()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/cryobj/symmetric_key_impl.cpp","47",""
"A00048_CRYPTO_A00048-381:DE452","added","false","GetPayloadSize","R ara:crypto:cryp:cryobj:PrivateKeySkeletonImpl:GetPayloadSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/private_key_skeleton_impl.cpp","79",""
"A00048_CRYPTO_A00048-381:DE453","added","false","GetPayloadSize","R ara:crypto:cryp:cryobj:PublicKeySkeletonImpl:GetPayloadSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/public_key_skeleton_impl.cpp","103",""
"A00048_CRYPTO_A00048-381:DE454","added","false","GetPayloadSize","R ara:crypto:cryp:cryobj:RestrictedUseObjectSkeletonImpl:GetPayloadSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/restricted_use_object_skeleton_impl.cpp","84",""
"A00048_CRYPTO_A00048-381:DE455","added","false","GetPayloadSize","R ara:crypto:cryp:cryobj:SecretSeedSkeletonImpl:GetPayloadSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/secret_seed_skeleton_impl.cpp","143",""
"A00048_CRYPTO_A00048-381:DE456","added","false","GetPayloadSize","R ara:crypto:cryp:cryobj:SignatureSkeletonImpl:GetPayloadSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/signature_skeleton_impl.cpp","87",""
"A00048_CRYPTO_A00048-381:DE457","added","false","GetPayloadSize","R ara:crypto:cryp:cryobj:SymmetrickeySkeletonImpl:GetPayloadSize()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/symmetric_key_skeleton_impl.cpp","87",""
"A00048_CRYPTO_A00048-381:DE458","added","false","GetPrimitiveId","R ara:crypto:IOInterfaceVolatile:GetPrimitiveId()-c","Method","avin-ap/crypto/source/utils/src/io_interface_volatile.cpp","69",""
"A00048_CRYPTO_A00048-381:DE459","added","false","GetPrimitiveId","R ara:crypto:cryp:CryptoPrimitiveIdImpl:GetPrimitiveId()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_primitive_id_impl.h","64",""
"A00048_CRYPTO_A00048-381:DE460","added","false","GetPrimitiveName","R ara:crypto:cryp:CryptoPrimitiveIdImpl:GetPrimitiveName()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/inc/public/crypto_primitive_id_impl.h","56",""
